"V1";"V2";"V3";"V4"
"rho.sum";0,937608516687737;0,00826859011703127;0,921044874250699;0,953435841170923
"phi.sum";0,00507471447976964;0,0362268818627556;-0,0415822716406288;0,101489556668673
