"SQGDP9 Real GDP by state 1/"
"(millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3"
"00000","United States","82","      Other services (except government and government enterprises)",395297.0,395008.0,397030.0,396873.0,399441.0,399741.0,397319.0,395516.0,393153.0,389837.0,387398.0,384812.0,379213.0,375207.0,373304.0,370433.0,359252.0,354241.0,349453.0,347612.0,342541.0,345447.0,348346.0,347232.0,343300.0,343279.0,342221.0,342399.0,346763.0,347584.0,348743.0,348875.0,346014.0,344160.0,344570.0,346874.0,347573.0,354067.0,359770.0,360021.0,359492.0,359332.0,356193.0,355093.0,355236.0,353879.0,354516.0,354084.0,354143.0,354892.0,358615.0,361413.0,365001.0,368561.0,369657.0,372928.0,373714.0,373067.0,375461.0,373878.0,360710.0,289062.0,327891.0
"00000","United States","83","  Government and government enterprises",2089500.0,2091249.0,2096648.0,2104487.0,2099801.0,2103839.0,2111160.0,2114140.0,2118221.0,2122842.0,2128198.0,2141544.0,2157070.0,2170589.0,2181084.0,2167846.0,2162642.0,2171021.0,2173439.0,2179205.0,2186591.0,2187994.0,2179313.0,2175923.0,2181278.0,2181473.0,2169941.0,2169768.0,2167868.0,2157524.0,2156682.0,2155904.0,2154738.0,2150160.0,2141630.0,2130725.0,2136080.0,2142580.0,2139276.0,2139643.0,2133532.0,2141889.0,2145042.0,2147871.0,2153658.0,2156919.0,2169185.0,2172899.0,2180155.0,2181429.0,2187973.0,2194732.0,2198403.0,2205896.0,2212677.0,2215981.0,2210626.0,2227729.0,2232631.0,2247143.0,2233041.0,2133705.0,2185684.0
"00000","United States","84","    Federal civilian",364066.8,363212.0,361785.7,363971.8,362967.8,364010.8,364575.3,364821.6,364540.8,364890.3,367269.0,367423.7,368663.0,369536.2,370823.7,370462.9,373497.4,379078.4,379893.0,381296.7,387062.1,394701.4,391384.8,388953.7,390915.0,390251.5,387934.3,388900.4,388280.5,387573.4,387230.9,384783.2,384277.2,380577.0,373480.7,373794.0,381864.4,383078.9,384686.2,386347.8,390148.7,393330.4,394824.3,397054.6,399982.4,401862.2,404637.6,406647.8,409738.3,410799.6,412800.4,413647.4,414628.3,415895.6,416063.4,414425.0,408961.6,417210.9,420624.7,423045.3,427116.9,432805.6,442284.7
"00000","United States","85","    Military",196456.7,197541.1,198569.5,201136.0,198717.5,199090.3,201366.5,201231.7,201177.7,201391.1,204194.8,206252.0,209169.3,212197.9,215202.2,216709.4,217028.8,217665.1,218622.0,218899.3,221797.4,220121.1,217893.3,216605.7,216521.8,216082.2,215346.8,215837.9,215396.8,214359.6,213518.9,211472.6,209827.0,208514.0,207369.2,202223.5,202462.6,200371.7,197552.0,194969.7,195383.8,194509.9,193299.0,192369.6,190915.2,190621.6,189708.3,188508.7,187336.9,186584.8,186972.4,187372.9,187021.6,187644.0,188753.1,188421.4,187034.6,191343.2,192961.5,193213.6,192532.1,196433.5,197268.8
"00000","United States","86","    State and local",1434414.0,1437291.0,1442423.0,1445719.0,1443868.0,1446832.0,1451270.0,1454074.0,1457457.0,1462690.0,1463051.0,1473286.0,1483651.0,1492137.0,1496242.0,1479705.0,1471349.0,1472014.0,1470482.0,1472954.0,1473200.0,1467995.0,1462285.0,1461143.0,1462531.0,1463109.0,1453684.0,1453409.0,1450952.0,1442668.0,1443290.0,1445502.0,1448003.0,1448234.0,1446947.0,1444201.0,1440196.0,1448393.0,1447106.0,1448856.0,1439980.0,1447742.0,1450836.0,1452773.0,1456416.0,1457573.0,1467692.0,1470930.0,1476611.0,1478462.0,1483261.0,1488610.0,1491501.0,1497153.0,1502357.0,1507908.0,1509397.0,1513358.0,1513489.0,1524591.0,1507677.0,1404721.0,1445227.0
"01000","Alabama","1","All industry total",179846.1,181876.3,181738.0,184023.8,184398.3,185547.7,185560.0,185842.0,184657.4,186079.2,187496.9,187764.3,186746.8,187583.5,186123.5,180668.5,178462.7,178509.9,179061.1,179539.9,179614.4,181898.6,185364.5,185180.5,183881.2,184889.9,185700.5,188196.1,187565.7,187823.0,185594.9,185231.9,189326.8,188505.6,189814.6,187609.7,185040.5,187596.5,188793.6,188841.6,188020.3,189664.3,190268.1,189762.6,190472.2,191585.3,191506.9,192529.2,193125.5,192926.2,193380.0,195340.2,197154.4,197704.5,197936.2,199419.7,199819.5,200006.6,201415.8,202075.5,200425.9,183585.7,197739.6
"01000","Alabama","2","  Private industries",149052.7,151054.4,150989.3,152988.2,153773.7,154390.9,154935.7,154348.5,152830.6,154058.8,155461.8,155346.4,154662.1,155300.6,153688.4,148362.8,145903.1,145453.0,145925.9,146818.1,146770.6,149228.9,152801.7,153047.5,151397.2,152326.3,153140.2,155545.9,155156.2,155880.9,153953.5,153414.4,157917.8,157231.6,158548.1,156628.5,154042.7,156447.3,157490.9,157550.2,157130.8,158591.0,158971.2,158631.3,159335.7,160408.9,160031.8,160711.5,161284.5,161057.1,161961.1,163522.1,165364.7,165922.0,166394.6,167617.4,168078.4,167789.4,168836.8,169348.1,167788.4,152112.5,165549.3
"01000","Alabama","3","      Agriculture, forestry, fishing and hunting",3714.8,3804.7,3831.9,3996.8,3070.6,3445.4,3227.1,2997.7,2555.9,2399.4,2290.7,1984.4,2500.5,2266.2,2013.1,2226.2,2892.2,2782.3,2962.8,2597.9,2009.1,2422.2,2664.5,2692.8,1830.2,1640.6,1595.4,1464.3,2482.4,1972.4,1499.8,1254.1,2465.4,2647.6,4074.7,2887.5,2502.2,2562.8,2719.5,2739.1,3409.7,3301.9,3283.4,3049.7,2905.1,2884.9,2835.7,2714.7,3194.7,3165.9,3012.8,3067.9,3152.0,3293.3,3185.6,3494.5,2362.3,2610.9,2680.7,2818.3,2862.7,2421.9,2285.5
"01000","Alabama","6","      Mining, quarrying, and oil and gas extraction",3921.3,3999.9,3552.4,3450.7,3678.7,3509.8,3593.2,3812.0,4050.7,4134.8,4115.3,3770.6,3490.7,3333.8,3328.6,3979.9,4035.7,3578.5,3328.6,3153.3,3244.7,3138.6,3302.6,3093.6,2918.2,2757.4,2583.1,2887.4,2781.9,3013.2,2922.7,2849.5,3016.7,2927.0,2864.2,2781.0,2804.6,2772.2,2632.2,2631.9,2550.4,2530.5,2783.7,2731.8,2629.5,2204.1,2161.9,2155.4,2274.8,2542.9,2588.6,2690.5,2686.5,2728.0,2726.1,2848.9,2878.8,2806.2,2936.8,2754.2,2805.2,2606.6,2522.0
"01000","Alabama","10","      Utilities",4069.4,4272.7,4421.9,4165.5,4392.3,4485.7,4673.6,4420.0,4485.0,4761.6,4763.4,4727.6,4703.1,5029.4,5276.8,4531.9,4473.0,4439.9,4676.6,4974.1,4770.7,5148.4,5595.3,5769.3,5183.1,5489.0,5620.4,6056.6,5549.3,6092.1,5701.3,5412.9,5683.4,5686.3,5348.9,5229.6,4397.4,5267.2,5321.0,5919.0,4795.2,5505.8,5472.7,5563.0,5408.5,5857.6,6048.8,5673.2,5434.3,5206.3,5690.3,5625.4,5501.0,5350.3,5388.0,5374.3,5430.8,5379.0,5167.9,5428.0,5511.3,5482.5,5513.2
